unique_id,graph_type,cluster_label,is_noise,FEN,ECO,Name,new unique ID,move_number,part_index,part_filename,partition_move_id
"r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq -_B31_Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation_black",black,21,FALSE,r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq -,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation","r1bqk1nr/pp1p1pbp/2n3p1/1Bp1p3/1P2P3/5N2/P1PP1PPP/RNBQR1K1 b kq -_B31_Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",1018,2,dashboard_data_part_02.json,477
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Accelerated Dragon_white,white,47,FALSE,r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Accelerated Dragon,r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Accelerated Dragon,1019,2,dashboard_data_part_02.json,478
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Accelerated Dragon_black,black,1,FALSE,r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Accelerated Dragon,r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Accelerated Dragon,1019,2,dashboard_data_part_02.json,478
r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Flohr Variation_white,white,47,FALSE,r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Flohr Variation,r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Flohr Variation,1020,2,dashboard_data_part_02.json,479
r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Flohr Variation_black,black,-1,TRUE,r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Flohr Variation,r1b1kbnr/ppqppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Flohr Variation,1020,2,dashboard_data_part_02.json,479
r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Franco-Sicilian Variation_white,white,41,FALSE,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Franco-Sicilian Variation,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Franco-Sicilian Variation,1021,2,dashboard_data_part_02.json,480
r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Franco-Sicilian Variation_black,black,7,FALSE,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Franco-Sicilian Variation,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Franco-Sicilian Variation,1021,2,dashboard_data_part_02.json,480
r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Godiva Variation_white,white,47,FALSE,r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Godiva Variation,r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Godiva Variation,1022,2,dashboard_data_part_02.json,481
r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Godiva Variation_black,black,63,FALSE,r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Godiva Variation,r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Godiva Variation,1022,2,dashboard_data_part_02.json,481
r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Kalashnikov Variation_white,white,43,FALSE,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Kalashnikov Variation,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Kalashnikov Variation,1023,2,dashboard_data_part_02.json,482
r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Kalashnikov Variation_black,black,7,FALSE,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Kalashnikov Variation,r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Kalashnikov Variation,1023,2,dashboard_data_part_02.json,482
r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Löwenthal Variation_white,white,-1,TRUE,r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Löwenthal Variation,r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Löwenthal Variation,1024,2,dashboard_data_part_02.json,483
r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Löwenthal Variation_black,black,7,FALSE,r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Löwenthal Variation,r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Löwenthal Variation,1024,2,dashboard_data_part_02.json,483
r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Nimzo-American Variation_white,white,47,FALSE,r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Nimzo-American Variation,r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Nimzo-American Variation,1025,2,dashboard_data_part_02.json,484
r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Nimzo-American Variation_black,black,-1,TRUE,r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Nimzo-American Variation,r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Nimzo-American Variation,1025,2,dashboard_data_part_02.json,484
"r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line_white",white,48,FALSE,r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,B32,"Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line","r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line",1026,2,dashboard_data_part_02.json,485
"r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line_black",black,7,FALSE,r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,B32,"Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line","r1bqkbnr/1p1p1ppp/p1n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line",1026,2,dashboard_data_part_02.json,485
r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open_white,white,41,FALSE,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open,1027,2,dashboard_data_part_02.json,486
r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open_black,black,1,FALSE,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open,1027,2,dashboard_data_part_02.json,486
r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Open_white,white,42,FALSE,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Open,1028,2,dashboard_data_part_02.json,487
r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Open_black,black,11,FALSE,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -_B32_Sicilian Defense: Open,1028,2,dashboard_data_part_02.json,487
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open_white,white,47,FALSE,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open,1029,2,dashboard_data_part_02.json,488
r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open_black,black,1,FALSE,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -,B32,Sicilian Defense: Open,r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -_B32_Sicilian Defense: Open,1029,2,dashboard_data_part_02.json,488
"r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Four Knights Variation, Cobra Variation_white",white,-1,TRUE,r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B33,"Sicilian Defense: Four Knights Variation, Cobra Variation","r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Four Knights Variation, Cobra Variation",1030,2,dashboard_data_part_02.json,489
"r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Four Knights Variation, Cobra Variation_black",black,7,FALSE,r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B33,"Sicilian Defense: Four Knights Variation, Cobra Variation","r1bqk2r/pp1p1ppp/2n1pn2/1Nb5/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Four Knights Variation, Cobra Variation",1030,2,dashboard_data_part_02.json,489
r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation_white,white,51,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B33,Sicilian Defense: Lasker-Pelikan Variation,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation,1031,2,dashboard_data_part_02.json,490
r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation_black,black,38,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,B33,Sicilian Defense: Lasker-Pelikan Variation,r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation,1031,2,dashboard_data_part_02.json,490
"r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Bird Variation_white",white,-1,TRUE,r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Bird Variation","r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Bird Variation",1032,2,dashboard_data_part_02.json,491
"r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Bird Variation_black",black,18,FALSE,r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Bird Variation","r2qkb1r/1p3ppp/p1npbn2/4p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Bird Variation",1032,2,dashboard_data_part_02.json,491
"r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation_white",white,58,FALSE,r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation","r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation",1033,2,dashboard_data_part_02.json,492
"r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation_black",black,77,FALSE,r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation","r1bqkb1r/pp1p1ppp/2N2n2/4p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation",1033,2,dashboard_data_part_02.json,492
"r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation_white",white,51,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation","r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation",1034,2,dashboard_data_part_02.json,493
"r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation_black",black,8,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation","r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation",1034,2,dashboard_data_part_02.json,493
"r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation_white",white,58,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation","r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",1035,2,dashboard_data_part_02.json,494
"r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation_black",black,8,FALSE,r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation","r1bqkb1r/pp1p1ppp/2n2n2/4p3/4P3/1NN5/PPP2PPP/R1BQKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",1035,2,dashboard_data_part_02.json,494
"r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation_white",white,48,FALSE,r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation","r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",1036,2,dashboard_data_part_02.json,495
"r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation_black",black,7,FALSE,r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation","r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",1036,2,dashboard_data_part_02.json,495
"r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation_white",white,-1,TRUE,r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation","r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",1037,2,dashboard_data_part_02.json,496
"r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation_black",black,20,FALSE,r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation","r1bqkb1r/5p1p/p1np4/1p1Npp2/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",1037,2,dashboard_data_part_02.json,496
"r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation_white",white,31,FALSE,r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation","r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1038,2,dashboard_data_part_02.json,497
"r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation_black",black,16,FALSE,r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation","r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",1038,2,dashboard_data_part_02.json,497
"r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation_white",white,48,FALSE,r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation","r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",1039,2,dashboard_data_part_02.json,498
"r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation_black",black,7,FALSE,r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation","r1bqk2r/5pbp/p1np1p2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R w KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation",1039,2,dashboard_data_part_02.json,498
"r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice_white",white,31,FALSE,r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice","r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice",1040,2,dashboard_data_part_02.json,499
"r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice_black",black,-1,TRUE,r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice","r1bqkb1r/5p1p/p1np4/1B1Npp2/4P3/N7/PPP2PPP/R2QK2R b KQkq -_B33_Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice",1040,2,dashboard_data_part_02.json,499
r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B33_Sicilian Defense: Open_white,white,47,FALSE,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B33,Sicilian Defense: Open,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B33_Sicilian Defense: Open,1041,2,dashboard_data_part_02.json,500
r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B33_Sicilian Defense: Open_black,black,1,FALSE,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -,B33,Sicilian Defense: Open,r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -_B33_Sicilian Defense: Open,1041,2,dashboard_data_part_02.json,500
